file_url,audio_features,musical_notation,mood,artist_name,analysis_type,analysis_version,tempo,sheet_music,copyright_analysis,recommendations,dsp_analysis,commercial_appeal,mode,time_series_prediction,music_education,market_fit,market_strategy,emoji_lyrics,weaknesses,genre,lyrics_analysis,rhythm_analysis,key,track_name,time_signature,analysis_confidence,error_message,ai_query_result,target_audience,comparable_artists,skip_likelihood,data_source,genre_predictions,file_hash,subgenre,strengths,lyrics_retrieval,hit_score,status,id,created_date,updated_date,created_by_id,is_sample
"","{""loudness"":-20.866839308469576,""tempo"":200,""acousticness"":0.00008332645280876734,""energy"":0.008190606459682209,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.6018955466288661,""valence"":0.499999864030145,""speechiness"":0.08827638943333374,""harmonicity"":0.05713826154655854,""complexity"":15,""liveness"":0.6614178416850929,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[5836,5301,4263,5408,3302,5786,1721,2396,1629,1062,1575,1740,7927,9486,4711,12024,3045,4365,7749,5359,5382,3149,2522,3826,3173,3781,1824,2412,2659,2146,2079,1052,1650,5085,5989,5818,2744,1779,1368,3543,2962,2374,1980,3836,2638,2451,4330,3256,2061,4916,5338,3158],""peak_week"":16,""total_projected_streams"":195966,""viral_probability"":77}","","","","","[]","","","","","Who i amVibe Free - The same sun","","","","","[]","[]","","","","","","[]","","","completed","69979396c81005e6cb4506f7","2026-02-19T22:49:58.606000","2026-02-19T22:49:58.606000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-13.79626205335066,""tempo"":200,""acousticness"":0.00008332639232356053,""energy"":0.04172283308234787,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5750459178386921,""valence"":0.5000001049313647,""speechiness"":0.06635799942104076,""harmonicity"":0.059302997618583826,""complexity"":15,""liveness"":0.7389915639406622,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[1363,3350,5872,2395,1525,1665,2376,1464,5082,2323,3876,1282,2149,2645,2341,15846,3975,9378,8977,4217,2763,1615,2280,3659,1429,1007,5437,2170,4639,2613,4891,1301,2045,2168,1885,5178,4196,3272,4034,4198,5003,4096,4774,5220,4889,3708,3120,1424,4953,4634,3134,1908],""peak_week"":16,""total_projected_streams"":189744,""viral_probability"":92}","","","","","[]","","","","","BALL FOREVER","","","","","[]","[]","","","","","","[]","","","completed","69979365ecdd00a758d22b0f","2026-02-19T22:49:09.734000","2026-02-19T22:49:09.734000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-13.24340359185133,""tempo"":200,""acousticness"":0.00008332727198765874,""energy"":0.047387046022440066,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.563782659389014,""valence"":0.49999482612187546,""speechiness"":0.04884257417866518,""harmonicity"":0.11003887798595058,""complexity"":15,""liveness"":0.7737331635629361,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[2419,2791,3874,3899,3391,2893,3933,1103,1848,3680,2127,3288,2959,2721,11155,11914,8632,10857,6280,2239,4052,1918,5370,4730,3083,3871,5975,1397,2152,5622,3532,2343,1625,3612,2846,5343,4108,1875,4821,5857,2463,5518,4053,5307,5843,1389,5060,5178,3646,5315,2146,4282],""peak_week"":16,""total_projected_streams"":216335,""viral_probability"":70}","","","","","[]","","","","","STAND ON","","","","","[]","[]","","","","","","[]","","","completed","699793353e116c1ae1bfb7f9","2026-02-19T22:48:21.888000","2026-02-19T22:48:21.888000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-18.58686089642147,""tempo"":200,""acousticness"":0.00008332644708863504,""energy"":0.013845667660719515,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.588320547597649,""valence"":0.4999997762863086,""speechiness"":0.05910842829521608,""harmonicity"":0.042166570710428994,""complexity"":15,""liveness"":0.6997536531460684,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[5209,4737,2605,5347,3592,1328,1527,1050,4904,2870,4952,2117,3888,11750,4872,13565,8368,2725,5343,3269,1415,5829,1324,4994,5006,4018,1757,3907,4239,3189,1776,2237,1892,3340,3026,1725,2576,4548,1745,2494,5200,1040,1140,4547,4309,3569,2239,1178,5693,3699,3682,3225],""peak_week"":16,""total_projected_streams"":194576,""viral_probability"":75}","","","","","[]","","","","","LIVING IN YOU (ROUGH)","","","","","[]","[]","","","","","","[]","","","completed","6997930c0fffbcdbfef6bce9","2026-02-19T22:47:40.744000","2026-02-19T22:47:40.744000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-18.016005408026704,""tempo"":200,""acousticness"":0.00008332690785196161,""energy"":0.01579062981276051,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5664237522350426,""valence"":0.4999970112640053,""speechiness"":0.0708257145313916,""harmonicity"":0.06398834894313313,""complexity"":15,""liveness"":0.7654626877035369,""explicitness"":0}","","","J Spectro ","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[1447,3109,3016,2921,3121,3580,5605,1279,4077,3946,3625,3291,7877,2833,5830,16522,4391,3782,2188,3233,1699,1244,2201,2002,5384,4470,3062,4729,2294,1983,3271,5639,4714,3273,5698,4992,4134,5032,4106,3909,2661,4167,1575,5882,4577,5799,4175,4516,4669,1954,3165,4959],""peak_week"":16,""total_projected_streams"":207608,""viral_probability"":81}","","","","","[]","","","","","OUT THE BOX ROUGH","","","","","[]","[]","","","","","","[]","","","completed","699792d9393717a43d3502bd","2026-02-19T22:46:49.221000","2026-02-19T22:46:49.221000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-15.176942271308578,""tempo"":200,""acousticness"":0.00008332640360113611,""energy"":0.030360279673412028,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5869022109845061,""valence"":0.5000001593250117,""speechiness"":0.07287665252276852,""harmonicity"":0.06950532276441036,""complexity"":15,""liveness"":0.7038613610307204,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[2993,5990,4607,3568,1188,5923,2772,1423,1113,5054,5619,5097,10803,2829,10899,16546,8332,11130,10586,1961,4321,2832,3874,2092,5745,1942,4883,2672,4954,3334,5131,1513,2263,5183,3393,4760,4896,5996,5597,3412,5843,4588,3102,2711,1108,2266,1282,3693,2339,2606,3293,1909],""peak_week"":16,""total_projected_streams"":231966,""viral_probability"":87}","","","","","[]","","","","","You Know What It Is ()","","","","","[]","[]","","","","","","[]","","","completed","699792b2632dbc373bba1175","2026-02-19T22:46:10.867000","2026-02-19T22:46:10.867000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-16.65973261429922,""tempo"":200,""acousticness"":0.00008333156106103962,""energy"":0.021578772315100497,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5849025814622488,""valence"":0.49996908925599387,""speechiness"":0.07492631688851653,""harmonicity"":0.1435143098616196,""complexity"":15,""liveness"":0.709686419061466,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[4687,4995,5964,4448,5662,3930,5918,2952,4548,4418,3274,1371,9204,2541,7720,13197,2061,8415,6043,1619,3694,4795,2340,3435,2128,4045,5620,3056,2033,4567,4013,1968,5432,2207,2565,3364,2774,2743,2718,2376,3024,1621,3350,2772,4691,5293,3180,3837,3827,5439,1429,3077],""peak_week"":16,""total_projected_streams"":210380,""viral_probability"":89}","","","","","[]","","","","","THE SPIRIT OF ANGER","","","","","[]","[]","","","","","","[]","","","completed","6997928829483984d5e6eb4c","2026-02-19T22:45:28.248000","2026-02-19T22:45:28.248000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-21.898275478511117,""tempo"":200,""acousticness"":0.00008332640468875319,""energy"":0.006459106439621446,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5657833935894305,""valence"":0.500000030727841,""speechiness"":0.1148872534843212,""harmonicity"":0.045344490855287176,""complexity"":15,""liveness"":0.7674608539777409,""explicitness"":0}","","","J Spectro ","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[2656,3227,5560,5959,1483,4597,1555,1439,2365,1259,2616,3596,11377,9234,2609,3475,6823,5005,2553,3114,2720,5198,2585,3502,5451,2155,5914,5442,1420,2932,4873,1162,1381,4548,3456,2409,4246,5178,4614,1431,2911,1819,3883,2974,1921,4583,4737,3672,2483,5618,5904,3963],""peak_week"":13,""total_projected_streams"":195587,""viral_probability"":92}","","","","","[]","","","","","DESIRE 101 (ROUGH) 2","","","","","[]","[]","","","","","","[]","","","completed","6997923931dc90bbc54eab57","2026-02-19T22:44:09.774000","2026-02-19T22:44:09.774000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-12.56201246617106,""tempo"":200,""acousticness"":0.00008332642880334255,""energy"":0.055436876118583375,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.6094299593276097,""valence"":0.4999998860162488,""speechiness"":0.08550104774337186,""harmonicity"":0.0828399436141608,""complexity"":15,""liveness"":0.6408776508186602,""explicitness"":0}","","","J Sepectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[4103,1330,5503,5252,1488,3018,5300,4174,2970,5744,3791,1080,6213,10361,7355,17821,8952,8163,10566,1202,3757,5226,1113,3525,2742,3702,4933,1803,3659,1949,2179,1581,4820,3608,2397,4255,3941,5136,4687,4725,3634,3142,1529,1113,1775,2754,4096,4415,5004,3189,4673,2003],""peak_week"":16,""total_projected_streams"":221451,""viral_probability"":98}","","","","","[]","","","","","Factory Master 2","","","","","[]","[]","","","","","","[]","","","completed","699791efb635fc494b8d9e78","2026-02-19T22:42:55.861000","2026-02-19T22:42:55.861000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-16.90940689467738,""tempo"":200,""acousticness"":0.00008332782006061307,""energy"":0.020373202619963546,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5907735545200936,""valence"":0.49999153722655,""speechiness"":0.056443901760597,""harmonicity"":0.08120249895827691,""complexity"":15,""liveness"":0.6926959447471125,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[1411,5197,1889,4064,3427,5658,3964,2846,5188,4963,5237,1939,8778,10533,6186,12682,3355,5587,5769,3338,4545,2872,2347,1193,5784,1902,2346,2904,1552,3930,3541,2526,3344,4013,4825,2366,5141,1165,4811,1442,5151,4395,3098,3684,4925,3739,2363,5776,4880,1783,5516,4869],""peak_week"":16,""total_projected_streams"":214739,""viral_probability"":84}","","","","","[]","","","","","TARGET MAT ROUGH","","","","","[]","[]","","","","","","[]","","","completed","699791bb062fa1a74b407792","2026-02-19T22:42:03.830000","2026-02-19T22:42:03.830000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-5.549917449223317,""tempo"":200,""acousticness"":0.00008332794330684588,""energy"":0.1,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5453161197772942,""valence"":0.4999907976522101,""speechiness"":0.07554077775915641,""harmonicity"":0.1060432305575032,""complexity"":15,""liveness"":0.8337987155200859,""explicitness"":0}","","","J Spectro","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[1839,5822,2421,1692,4721,4584,5907,1084,5631,4646,5023,4391,9070,5509,10910,12373,9755,5122,7060,5808,2868,3422,1237,5712,1581,1024,5891,2537,5415,3648,5489,4899,4276,3200,4722,1919,4855,3142,2274,5253,1327,5062,2263,5150,5206,2220,1845,4258,3482,1995,2826,1268],""peak_week"":16,""total_projected_streams"":223634,""viral_probability"":77}","","","","","[]","","","","","diamondss","","","","","[]","[]","","","","","","[]","","","completed","6997919140834a5727d51954","2026-02-19T22:41:21.043000","2026-02-19T22:41:21.043000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-21.98194046216606,""tempo"":200,""acousticness"":0.00008332652831649599,""energy"":0.006335865405890439,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5980947562114831,""valence"":0.499999288838942,""speechiness"":0.08962538109449535,""harmonicity"":0.12884999271506392,""complexity"":15,""liveness"":0.6719758693995377,""explicitness"":0}","","","J Spectro ","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[2538,3788,1403,5817,4503,3204,3926,1304,5008,2475,1508,3497,11266,9877,10315,14795,10967,4464,6447,4190,1893,3215,5898,4978,1572,4763,4696,4822,3138,2004,3467,1590,5995,3986,2750,1929,1211,4905,1074,2371,2792,5548,1709,3311,2422,2689,3090,4770,2339,1772,1291,3932],""peak_week"":16,""total_projected_streams"":213214,""viral_probability"":72}","","","","","[]","","","","","FORCES ROUGH","","","","","[]","[]","","","","","","[]","","","completed","6997914e46e705042d1e9692","2026-02-19T22:40:14.573000","2026-02-19T22:40:14.573000","68dbfcb329e82d13ee45e2a3","false"
"","{""loudness"":-21.98194046216606,""tempo"":200,""acousticness"":0.00008332652831649599,""energy"":0.006335865405890439,""rhythm_quality"":10,""danceability"":10,""instrumentalness"":0.5980947562114831,""valence"":0.499999288838942,""speechiness"":0.08962538109449535,""harmonicity"":0.12884999271506392,""complexity"":15,""liveness"":0.6719758693995377,""explicitness"":0}","","","J Spectro ","time_series_analysis","4.0","","","","[]","","","","{""weekly_streams"":[3498,3514,3915,3811,2696,3273,3109,2840,3250,2899,3211,1162,8030,2801,4367,3322,2263,9285,5099,4259,1805,5839,3002,5886,5595,2688,2412,2969,4499,4521,1077,1669,2634,2194,2660,4209,3683,2994,2988,3352,3716,5227,1061,4801,4270,5078,2203,4027,5230,4687,1007,4919],""peak_week"":18,""total_projected_streams"":189506,""viral_probability"":82}","","","","","[]","","","","","FORCES ROUGH","","","","","[]","[]","","","","","","[]","","","completed","699790f77e64e0ad6064a310","2026-02-19T22:38:47.588000","2026-02-19T22:38:47.588000","68dbfcb329e82d13ee45e2a3","false"
