incident_type,severity,attacker_info,attack_details,threat_score,foreign_scripts_detected,base44_impact,resolved,resolved_at,notes,id,created_date,updated_date,created_by_id,is_sample
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:06.505Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d017b33f15a504fb2bc9","2025-11-09T17:32:07.302000","2025-11-09T17:32:07.302000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:06.394Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d017ab6e162d2bea5b31","2025-11-09T17:32:07.214000","2025-11-09T17:32:07.214000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:06.285Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d017a83c1f298b4fbc2b","2025-11-09T17:32:07.136000","2025-11-09T17:32:07.136000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:06.174Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d016649fe9e94a80a745","2025-11-09T17:32:06.996000","2025-11-09T17:32:06.996000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:06.069Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d01642ba89d3896b9044","2025-11-09T17:32:06.888000","2025-11-09T17:32:06.888000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.954Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d016f180c3085529a271","2025-11-09T17:32:06.793000","2025-11-09T17:32:06.793000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.853Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d0169b3e085e0c0336b1","2025-11-09T17:32:06.693000","2025-11-09T17:32:06.693000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.745Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d016aad9f60a9d953c3f","2025-11-09T17:32:06.570000","2025-11-09T17:32:06.570000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.631Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d0169afdc04e686fe5a1","2025-11-09T17:32:06.459000","2025-11-09T17:32:06.459000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.531Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d0169b3e085e0c0336ae","2025-11-09T17:32:06.363000","2025-11-09T17:32:06.363000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.414Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d016f89ab389d981d12d","2025-11-09T17:32:06.225000","2025-11-09T17:32:06.225000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.304Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d0169d7b5b29bd525364","2025-11-09T17:32:06.146000","2025-11-09T17:32:06.146000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.190Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d016aad9f60a9d953c3d","2025-11-09T17:32:06.022000","2025-11-09T17:32:06.022000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:05.079Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d01521dd4f7148d34895","2025-11-09T17:32:05.906000","2025-11-09T17:32:05.906000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:04.846Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d01515a5649798f516a3","2025-11-09T17:32:05.657000","2025-11-09T17:32:05.657000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:04.622Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d015b17f5ec95d7b2ee5","2025-11-09T17:32:05.442000","2025-11-09T17:32:05.442000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:04.336Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d015eb037556c87a1a59","2025-11-09T17:32:05.163000","2025-11-09T17:32:05.163000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:04.229Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d015749423efc961f3d5","2025-11-09T17:32:05.046000","2025-11-09T17:32:05.046000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:03.999Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d014bf9c87add79e9cb7","2025-11-09T17:32:04.817000","2025-11-09T17:32:04.817000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:03.885Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d014090b4d590d45f9d9","2025-11-09T17:32:04.693000","2025-11-09T17:32:04.693000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:03.786Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d0146a8301892229edb8","2025-11-09T17:32:04.640000","2025-11-09T17:32:04.640000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:03.599Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d014929f6a9240399a8d","2025-11-09T17:32:04.433000","2025-11-09T17:32:04.433000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:03.343Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d014bf9c87add79e9cb6","2025-11-09T17:32:04.228000","2025-11-09T17:32:04.228000","68dbfcb329e82d13ee45e2a3","false"
"unauthorized_storage_change","high","{""ip_address"":""174.201.240.112"",""user_agent"":""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""device_type"":""desktop"",""browser"":""Chrome"",""os"":""Linux x86_64"",""screen_resolution"":""1517x852"",""timezone"":""America/Phoenix"",""language"":""en-US"",""suspected_username"":null,""geolocation"":null}","{""method"":""unauthorized_storage_change"",""target"":""/VideoGenerator"",""payload"":""{\""key\"":\""security_threats\""}"",""timestamp"":""2025-11-09T17:32:03.142Z"",""blocked"":true,""action_taken"":""LOGGED""}","70","[]","","false","","","6910d01316eda41e590005fa","2025-11-09T17:32:03.978000","2025-11-09T17:32:03.978000","68dbfcb329e82d13ee45e2a3","false"
