avatar_name,scene_context,facial_features,body_type,hairstyle,clothing,accessories,ai_suggestions,is_favorite,tags,id,created_date,updated_date,created_by_id,is_sample
"PIXELYNX_1763198364599","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.6999999999991231,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049998487521856,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999864013088,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6918459d985298bbce091bf8","2025-11-15T09:19:25.129000","2025-11-15T09:19:25.129000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763198257079","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.47104438063707005,""mouth_size"":0.7288722791661065,""skin_tone"":""#2C1608""}","{""height"":2.049106691219481,""build"":""curvy"",""proportions"":{""torso_length"":1.0785768775271265,""arm_length"":1.05,""leg_length"":1.0799999999899312}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","69184531c2628b9976915fa1","2025-11-15T09:17:37.258000","2025-11-15T09:17:37.258000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197908385","general","{""face_shape"":""angular"",""eye_size"":0.799999999998453,""eye_color"":""#48D1CC"",""nose_size"":0.699709068715811,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.0799722195982553,""arm_length"":1.0499999999999752,""leg_length"":1.0799999999998025}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""earrings""]","","false","[]","691843d4ce5aa1521fb8a26e","2025-11-15T09:11:48.643000","2025-11-15T09:11:48.643000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197890695","general","{""face_shape"":""angular"",""eye_size"":0.7999312080273622,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499024998355727,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.08,""arm_length"":1.0324560578923931,""leg_length"":1.0799999999951253}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""necklace""]","","false","[]","691843c20572e7df8e1e3ed7","2025-11-15T09:11:30.990000","2025-11-15T09:11:30.990000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197718962","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499999999983976,""skin_tone"":""#2C1608""}","{""height"":2.049997781218429,""build"":""curvy"",""proportions"":{""torso_length"":1.0686051136912544,""arm_length"":1.0499999998049527,""leg_length"":1.0799999979648254}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","69184317cf259e86bbed9745","2025-11-15T09:08:39.157000","2025-11-15T09:08:39.157000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197716849","general","{""face_shape"":""angular"",""eye_size"":0.7315644693571668,""eye_color"":""#00CED1"",""nose_size"":0.7,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":0.9686151568290732,""arm_length"":1.0490693739430428,""leg_length"":1.073986404969513}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""coily""}","{""top"":""tank_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","69184315fa3f958b5005cb73","2025-11-15T09:08:37.090000","2025-11-15T09:08:37.090000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197703501","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999957525,""mouth_size"":0.7499999999815457,""skin_tone"":""#2C1608""}","{""height"":1.8470450756354828,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999648155347,""arm_length"":1.0499959003481023,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","69184307f1a4282c98fa54e8","2025-11-15T09:08:23.695000","2025-11-15T09:08:23.695000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197702920","general","{""face_shape"":""angular"",""eye_size"":0.7999999999999894,""eye_color"":""#2E5090"",""nose_size"":0.699548484953529,""mouth_size"":0.7428145581598862,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.0499691067127455,""leg_length"":1.08}}","{""style"":""short"",""color"":""#000000"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","69184307fa58509df2fae045","2025-11-15T09:08:23.100000","2025-11-15T09:08:23.100000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197702639","general","{""face_shape"":""oval"",""eye_size"":0.799999999999994,""eye_color"":""#778899"",""nose_size"":0.6999999999967994,""mouth_size"":0.7206645208578535,""skin_tone"":""#2C1608""}","{""height"":2.0499999998029494,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999996928,""arm_length"":1.0499985775171894,""leg_length"":1.08}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""hat"",""watch""]","","false","[]","69184306d2a6f69e2aa8577d","2025-11-15T09:08:22.827000","2025-11-15T09:08:22.827000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197702130","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.7,""mouth_size"":0.7499999887968442,""skin_tone"":""#2C1608""}","{""height"":2.049999999948475,""build"":""muscular"",""proportions"":{""torso_length"":1.079999999999829,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""straight""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691843067dc6b321bf59410d","2025-11-15T09:08:22.295000","2025-11-15T09:08:22.295000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197701740","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.6998738751905402,""mouth_size"":0.7499999929746226,""skin_tone"":""#2C1608""}","{""height"":2.049999976236891,""build"":""curvy"",""proportions"":{""torso_length"":1.0799557945356184,""arm_length"":1.0499999721420146,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""skirt"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","69184305b228e20c810c9083","2025-11-15T09:08:21.946000","2025-11-15T09:08:21.946000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197701155","general","{""face_shape"":""oval"",""eye_size"":0.79999999998159,""eye_color"":""#2E5090"",""nose_size"":0.6999994702378505,""mouth_size"":0.7499996385836246,""skin_tone"":""#FFF5E1""}","{""height"":2.049875855146922,""build"":""average"",""proportions"":{""torso_length"":1.0797763028145884,""arm_length"":1.05,""leg_length"":1.0799999999989085}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","69184305ec5e2a9980705e02","2025-11-15T09:08:21.333000","2025-11-15T09:08:21.333000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197695187","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#00CED1"",""nose_size"":0.6999997824327527,""mouth_size"":0.6276150428526136,""skin_tone"":""#2C1608""}","{""height"":2.0498483909015737,""build"":""average"",""proportions"":{""torso_length"":1.08,""arm_length"":1.0499999999996854,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842ffc79d5c2fe70e1493","2025-11-15T09:08:15.393000","2025-11-15T09:08:15.393000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197694068","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.6996391529405351,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.0799999999999998,""arm_length"":1.0499994332917346,""leg_length"":1.0799999575738752}}","{""style"":""natural_afro"",""color"":""#0000CD"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842feca4d5d4d60969e1d","2025-11-15T09:08:14.237000","2025-11-15T09:08:14.237000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197693791","general","{""face_shape"":""angular"",""eye_size"":0.7999999997831959,""eye_color"":""#2E5090"",""nose_size"":0.7,""mouth_size"":0.75,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":1.0799999999554015}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""hat"",""watch""]","","false","[]","691842fd34f66cc2cb6e8510","2025-11-15T09:08:13.971000","2025-11-15T09:08:13.971000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197693340","general","{""face_shape"":""angular"",""eye_size"":0.7999202501588976,""eye_color"":""#48D1CC"",""nose_size"":0.6971669951356143,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0498163404438463,""build"":""average"",""proportions"":{""torso_length"":1.079999837181203,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""straight""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842fd7f642581fa1e6d03","2025-11-15T09:08:13.490000","2025-11-15T09:08:13.490000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197690972","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.6999692402224956,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999998291563,""arm_length"":1.0499999998188765,""leg_length"":1.0799999999999492}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842fb5891366cc528550d","2025-11-15T09:08:11.124000","2025-11-15T09:08:11.124000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197681245","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.6999007029391651,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0499999999923495,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999998895,""arm_length"":1.049999979740974,""leg_length"":1.0799999999986079}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842f10c0820425b26453e","2025-11-15T09:08:01.423000","2025-11-15T09:08:01.423000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197680713","general","{""face_shape"":""angular"",""eye_size"":0.7999999999999158,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049999999953142,""build"":""average"",""proportions"":{""torso_length"":1.0799999976171304,""arm_length"":1.0496404545359175,""leg_length"":1.0799999994604426}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842f09efa79ab8677912d","2025-11-15T09:08:00.946000","2025-11-15T09:08:00.946000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1763197678385","general","{""face_shape"":""angular"",""eye_size"":0.7999999999964127,""eye_color"":""#48D1CC"",""nose_size"":0.6996753226905178,""mouth_size"":0.7498687255943124,""skin_tone"":""#2C1608""}","{""height"":1.6265108241647355,""build"":""curvy"",""proportions"":{""torso_length"":1.0799962565266754,""arm_length"":1.0499995858778366,""leg_length"":1.0799999999999979}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","691842ee9744c690a75bbb47","2025-11-15T09:07:58.679000","2025-11-15T09:07:58.679000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762710264480","general","{""face_shape"":""angular"",""eye_size"":0.7999999997530427,""eye_color"":""#48D1CC"",""nose_size"":0.6999999996636703,""mouth_size"":0.7497471251850771,""skin_tone"":""#2C1608""}","{""height"":2.049999999330074,""build"":""average"",""proportions"":{""torso_length"":1.0799883842010511,""arm_length"":0.957133883801056,""leg_length"":1.0799863362149151}}","{""style"":""curly_medium"",""color"":""#000000"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910d2faaad9f60a9d953ecd","2025-11-09T17:44:26.102000","2025-11-09T17:44:26.102000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762708657860","general","{""face_shape"":""heart"",""eye_size"":0.7999999999959757,""eye_color"":""#48D1CC"",""nose_size"":0.6999999748086577,""mouth_size"":0.7499991507861193,""skin_tone"":""#2C1608""}","{""height"":2.04999767390982,""build"":""curvy"",""proportions"":{""torso_length"":1.0799986688097345,""arm_length"":1.0499740962774131,""leg_length"":1.078763354037654}}","{""style"":""short"",""color"":""#D7CCC8"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""watch""]","","false","[]","6910ccb3631ae04e93fd1e34","2025-11-09T17:17:39.302000","2025-11-09T17:17:39.302000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707942275","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499933373221744,""skin_tone"":""#FFF5E1""}","{""height"":2.048068726869344,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":1.0691948491554382}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c9e7c53424fd54d805d6","2025-11-09T17:05:43.359000","2025-11-09T17:05:43.359000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707915830","general","{""face_shape"":""angular"",""eye_size"":0.7999999973511471,""eye_color"":""#2E5090"",""nose_size"":0.6999999999907588,""mouth_size"":0.749993038402314,""skin_tone"":""#2C1608""}","{""height"":2.0499963708003794,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#FFEFD5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c9cd5cdb298305a61346","2025-11-09T17:05:17.047000","2025-11-09T17:05:17.047000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707479108","general","{""face_shape"":""oval"",""eye_size"":0.7981083950843165,""eye_color"":""#708090"",""nose_size"":0.6999999999999577,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0499999934286244,""build"":""curvy"",""proportions"":{""torso_length"":1.079999999999997,""arm_length"":1.0499999999999488,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""pants"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c81849ee6e2d000d0931","2025-11-09T16:58:00.378000","2025-11-09T16:58:00.378000","68dbfcb329e82d13ee45e2a3","false"
