video_source,video_id,artist_name,track_name,extracted_features,lora_weights,training_confidence,genre,views,viral_score,id,created_date,updated_date,created_by_id,is_sample
"mtv","mtv_1763931701397_1933_mzphe1mut","Ariana Grande","Ariana Grande - Track 1933","{""duration"":248.39589506513866,""total_shots"":122,""cuts_per_minute"":29.490250026073944,""average_shot_length"":2.034570746160196,""color_grading"":""neon_pop"",""color_palette"":{""dominant"":[142.60836325773818,190.12446497802316,133.88735746137297]},""brightness"":96.2656742788223,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""mtv_professional"",""professional_score"":80.63303551010725,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":29.490250026073944,""color_grading"":""neon_pop"",""professional_score"":80.63303551010725},""motion_bucket_influence"":102,""guidance_scale"":9.515825887752682}","0.9009056489664525","R&B","43044861","57","6923765a6e31547ea7fee89e","2025-11-23T21:02:18.578000","2025-11-23T21:02:18.578000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"youtube","youtube_1763931701394_1233_u7r8mic0o","MrBeast","MrBeast - Track 1233","{""duration"":277.6700111831518,""total_shots"":196,""cuts_per_minute"":42.50460622912152,""average_shot_length"":1.411611712776949,""color_grading"":""neon_pop"",""color_palette"":{""dominant"":[124.77053199283708,31.252974192658975,53.601818988814934]},""brightness"":84.38846462041106,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""youtube_professional"",""professional_score"":79.74935307264181,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":42.50460622912152,""color_grading"":""neon_pop"",""professional_score"":79.74935307264181},""motion_bucket_influence"":101,""guidance_scale"":9.493733826816046}","0.9077663522279533","Latin","79297277","62","6923765ace87f0082a5aeb7b","2025-11-23T21:02:18.557000","2025-11-23T21:02:18.557000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"vh1","vh1_1763931701400_1332_1ar9eh9u0","Beyoncé","Beyoncé - Track 1332","{""duration"":269.4039694625625,""total_shots"":127,""cuts_per_minute"":28.448844218498106,""average_shot_length"":2.1090487732709575,""color_grading"":""desaturated_cool"",""color_palette"":{""dominant"":[87.89691033255417,81.13185452063284,252.4346194482144]},""brightness"":80.75350153998478,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""vh1_professional"",""professional_score"":96.34316603662666,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":28.448844218498106,""color_grading"":""desaturated_cool"",""professional_score"":96.34316603662666},""motion_bucket_influence"":122,""guidance_scale"":9.908579150915667}","0.9742905238524433","Jazz","38893371","82","6923765a311f663d71944582","2025-11-23T21:02:18.555000","2025-11-23T21:02:18.555000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"bet","bet_1763931701404_1233_36q9sfccv","Kendrick Lamar","Kendrick Lamar - Track 1233","{""duration"":196.4681192369933,""total_shots"":201,""cuts_per_minute"":61.44161001653062,""average_shot_length"":0.9765369101470036,""color_grading"":""desaturated_cool"",""color_palette"":{""dominant"":[174.6188811804296,15.54769977158222,125.18917269757104]},""brightness"":96.37958493805306,""camera_movements"":[""static"",""pan-left""],""video_style"":""bet_professional"",""professional_score"":91.17734730513536,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":61.44161001653062,""color_grading"":""desaturated_cool"",""professional_score"":91.17734730513536},""motion_bucket_influence"":116,""guidance_scale"":9.779433682628383}","0.9596669000684638","Hip-Hop","90709518","66","6923765ace87f0082a5aeb7a","2025-11-23T21:02:18.553000","2025-11-23T21:02:18.553000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"vh1","vh1_1763931701398_133_p6a42zmb3","Jay-Z","Jay-Z - Track 133","{""duration"":191.14559387582977,""total_shots"":131,""cuts_per_minute"":41.19551685754547,""average_shot_length"":1.4564691640471614,""color_grading"":""cinematic_teal_orange"",""color_palette"":{""dominant"":[172.37593251740063,141.7256173671025,113.10999959247135]},""brightness"":75.37529642842419,""camera_movements"":[""static"",""pan-left""],""video_style"":""vh1_professional"",""professional_score"":79.78999172399112,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":41.19551685754547,""color_grading"":""cinematic_teal_orange"",""professional_score"":79.78999172399112},""motion_bucket_influence"":101,""guidance_scale"":9.494749793099778}","0.9703419099607892","Rock","30182748","82","6923765a8ef61e5fa565d47e","2025-11-23T21:02:18.548000","2025-11-23T21:02:18.548000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"mtv","mtv_1763931701396_334_q2a6858g5","Ariana Grande","Ariana Grande - Track 334","{""duration"":262.3419720968889,""total_shots"":144,""cuts_per_minute"":32.98804436311829,""average_shot_length"":1.8188407696905475,""color_grading"":""high_contrast"",""color_palette"":{""dominant"":[30.61184339819618,220.85734360178915,198.13389371582403]},""brightness"":89.78479159321996,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""mtv_professional"",""professional_score"":87.0855435629151,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":32.98804436311829,""color_grading"":""high_contrast"",""professional_score"":87.0855435629151},""motion_bucket_influence"":111,""guidance_scale"":9.677138589072877}","0.9177822538094805","Country","20238220","63","6923765a8d5918c98b0270c2","2025-11-23T21:02:18.544000","2025-11-23T21:02:18.544000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"youtube","youtube_1763931701393_633_2yt8b9gdj","MrBeast","MrBeast - Track 633","{""duration"":205.59199853938736,""total_shots"":131,""cuts_per_minute"":38.25401758362636,""average_shot_length"":1.5684627077099857,""color_grading"":""warm_vintage"",""color_palette"":{""dominant"":[12.326853236533374,59.10550216632294,74.38406349582986]},""brightness"":83.50402835909078,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""youtube_professional"",""professional_score"":99.13958827581625,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":38.25401758362636,""color_grading"":""warm_vintage"",""professional_score"":99.13958827581625},""motion_bucket_influence"":126,""guidance_scale"":9.978489706895406}","0.9456935644982455","Hip-Hop","14861267","69","6923765a3e487a8eec874ec8","2025-11-23T21:02:18.539000","2025-11-23T21:02:18.539000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"mtv","mtv_1763931701397_1436_2skp8p6n8","The Weeknd","The Weeknd - Track 1436","{""duration"":267.6795284325707,""total_shots"":162,""cuts_per_minute"":36.31435810302192,""average_shot_length"":1.6522390353089311,""color_grading"":""high_contrast"",""color_palette"":{""dominant"":[152.37779367959482,27.394348425698624,19.11873682951058]},""brightness"":92.42830890913959,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""mtv_professional"",""professional_score"":96.32798892055533,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":36.31435810302192,""color_grading"":""high_contrast"",""professional_score"":96.32798892055533},""motion_bucket_influence"":122,""guidance_scale"":9.908199723013883}","0.9517075159752373","Pop","95649743","88","6923765a6e31547ea7fee89d","2025-11-23T21:02:18.536000","2025-11-23T21:02:18.536000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"vevo","vevo_1763931701401_507_upbzpbjof","Ed Sheeran","Ed Sheeran - Track 507","{""duration"":254.64755798379696,""total_shots"":80,""cuts_per_minute"":18.88568706380931,""average_shot_length"":3.1770091179249786,""color_grading"":""warm_vintage"",""color_palette"":{""dominant"":[17.084629376360816,50.540621729051395,188.2165353074983]},""brightness"":96.9337895644697,""camera_movements"":[""static"",""pan-left""],""video_style"":""vevo_professional"",""professional_score"":83.00742904282983,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":18.88568706380931,""color_grading"":""warm_vintage"",""professional_score"":83.00742904282983},""motion_bucket_influence"":105,""guidance_scale"":9.575185726070746}","0.9151918118326857","Jazz","73680887","47","6923764350852f6f1da66812","2025-11-23T21:01:55.230000","2025-11-23T21:01:55.230000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"vh1","vh1_1763931701399_707_ppl0gyucp","Alicia Keys","Alicia Keys - Track 707","{""duration"":252.2690946406007,""total_shots"":274,""cuts_per_minute"":65.36821840871839,""average_shot_length"":0.9178772415801008,""color_grading"":""warm_vintage"",""color_palette"":{""dominant"":[42.52755515412954,180.59345365338012,196.2738276258847]},""brightness"":84.54293029904679,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""vh1_professional"",""professional_score"":93.78263651005344,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":65.36821840871839,""color_grading"":""warm_vintage"",""professional_score"":93.78263651005344},""motion_bucket_influence"":119,""guidance_scale"":9.844565912751335}","0.9935316654856682","EDM","16051710","87","69237642115fa07001682d11","2025-11-23T21:01:54.542000","2025-11-23T21:01:54.542000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"youtube","youtube_1763931701393_1005_waxltljm5","MrBeast","MrBeast - Track 1005","{""duration"":268.00918271296325,""total_shots"":292,""cuts_per_minute"":65.51774608479026,""average_shot_length"":0.9157824190464454,""color_grading"":""neon_pop"",""color_palette"":{""dominant"":[199.76995342317042,103.60318459576041,23.921805480433854]},""brightness"":97.69244412389872,""camera_movements"":[""static"",""pan-left""],""video_style"":""youtube_professional"",""professional_score"":95.43798037286612,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":65.51774608479026,""color_grading"":""neon_pop"",""professional_score"":95.43798037286612},""motion_bucket_influence"":121,""guidance_scale"":9.885949509321653}","0.9491652146348725","EDM","8472737","88","6923763eed4da8994827c960","2025-11-23T21:01:50.964000","2025-11-23T21:01:50.964000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"mtv","mtv_1763931701397_1406_vth614fx2","The Weeknd","The Weeknd - Track 1406","{""duration"":242.4633064758307,""total_shots"":131,""cuts_per_minute"":32.64683922850975,""average_shot_length"":1.8378501998320056,""color_grading"":""high_contrast"",""color_palette"":{""dominant"":[154.57901045419186,221.00899581335065,194.76680311719585]},""brightness"":73.01098715287091,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""mtv_professional"",""professional_score"":92.12974471352636,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":32.64683922850975,""color_grading"":""high_contrast"",""professional_score"":92.12974471352636},""motion_bucket_influence"":117,""guidance_scale"":9.80324361783816}","0.9314946763554751","Jazz","69476787","64","6923763e448213dcb150fedb","2025-11-23T21:01:50.470000","2025-11-23T21:01:50.470000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"youtube","youtube_1763931701393_703_6i6voxcx7","PewDiePie","PewDiePie - Track 703","{""duration"":273.4933994344014,""total_shots"":213,""cuts_per_minute"":46.88383417425647,""average_shot_length"":1.2797588136028668,""color_grading"":""warm_vintage"",""color_palette"":{""dominant"":[145.07474853368566,199.89769162619973,70.5760486949942]},""brightness"":74.18014292429272,""camera_movements"":[""static"",""pan-left""],""video_style"":""youtube_professional"",""professional_score"":81.49553793649032,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":46.88383417425647,""color_grading"":""warm_vintage"",""professional_score"":81.49553793649032},""motion_bucket_influence"":103,""guidance_scale"":9.537388448412258}","0.9416662153669796","R&B","92244331","83","6923763c575ef3e040c263b2","2025-11-23T21:01:48.757000","2025-11-23T21:01:48.757000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"youtube","youtube_1763931701392_503_x65fnolhc","Dude Perfect","Dude Perfect - Track 503","{""duration"":229.7561012164091,""total_shots"":106,""cuts_per_minute"":27.717767475386168,""average_shot_length"":2.164676504097272,""color_grading"":""desaturated_cool"",""color_palette"":{""dominant"":[115.82857710832407,59.32266557154851,170.36640857622433]},""brightness"":94.94352555422284,""camera_movements"":[""static"",""pan-left""],""video_style"":""youtube_professional"",""professional_score"":97.99941289280055,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":27.717767475386168,""color_grading"":""desaturated_cool"",""professional_score"":97.99941289280055},""motion_bucket_influence"":124,""guidance_scale"":9.949985322320014}","0.910862156143562","Country","45620780","82","6923763a1abcc2b963795bd2","2025-11-23T21:01:46.060000","2025-11-23T21:01:46.060000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"mtv","mtv_1763931701397_1403_2e3ih5164","The Weeknd","The Weeknd - Track 1403","{""duration"":273.17662153120307,""total_shots"":229,""cuts_per_minute"":50.407384248479794,""average_shot_length"":1.1903017959478726,""color_grading"":""high_contrast"",""color_palette"":{""dominant"":[250.8122573180667,182.47111895701025,117.33895682525358]},""brightness"":86.3153205698323,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""mtv_professional"",""professional_score"":90.49584906928355,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":50.407384248479794,""color_grading"":""high_contrast"",""professional_score"":90.49584906928355},""motion_bucket_influence"":115,""guidance_scale"":9.76239622673209}","0.9762683645760504","Electronic","89330421","86","692376394ace872a65a62e59","2025-11-23T21:01:45.288000","2025-11-23T21:01:45.288000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"mtv","mtv_1763931701397_1402_xdq256wf5","Ariana Grande","Ariana Grande - Track 1402","{""duration"":243.81105913040824,""total_shots"":243,""cuts_per_minute"":59.86957143288004,""average_shot_length"":1.0021785451941339,""color_grading"":""desaturated_cool"",""color_palette"":{""dominant"":[58.74968576004146,21.900666038356313,121.87986851135805]},""brightness"":94.25294028579474,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""mtv_professional"",""professional_score"":96.96432372247835,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":59.86957143288004,""color_grading"":""desaturated_cool"",""professional_score"":96.96432372247835},""motion_bucket_influence"":123,""guidance_scale"":9.924108093061959}","0.9280215930176869","EDM","53164134","68","692376394ace872a65a62e58","2025-11-23T21:01:45.144000","2025-11-23T21:01:45.144000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"bet","bet_1763931701404_1305_uxhmzj80p","Kendrick Lamar","Kendrick Lamar - Track 1305","{""duration"":296.9303848981502,""total_shots"":318,""cuts_per_minute"":64.30379624606358,""average_shot_length"":0.9330708838776055,""color_grading"":""neon_pop"",""color_palette"":{""dominant"":[91.96935834970824,29.606328960752567,142.8685278533503]},""brightness"":80.45608686178655,""camera_movements"":[""static"",""pan-left""],""video_style"":""bet_professional"",""professional_score"":95.1710866971391,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":64.30379624606358,""color_grading"":""neon_pop"",""professional_score"":95.1710866971391},""motion_bucket_influence"":121,""guidance_scale"":9.879277167428478}","0.9945199003261189","EDM","95583684","88","692376390b49d8c4e92122d8","2025-11-23T21:01:45.092000","2025-11-23T21:01:45.092000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"bet","bet_1763931701404_1304_so9yyuee3","Megan Thee Stallion","Megan Thee Stallion - Track 1304","{""duration"":250.91705506133735,""total_shots"":143,""cuts_per_minute"":34.36652600095184,""average_shot_length"":1.7458849346116099,""color_grading"":""high_contrast"",""color_palette"":{""dominant"":[146.84662936439054,163.9883330471438,153.80631303397237]},""brightness"":86.76855812595372,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""bet_professional"",""professional_score"":81.65006400920383,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":34.36652600095184,""color_grading"":""high_contrast"",""professional_score"":81.65006400920383},""motion_bucket_influence"":104,""guidance_scale"":9.541251600230096}","0.9495600234979669","R&B","60265783","62","6923763830ece2c1c636a3b1","2025-11-23T21:01:44.994000","2025-11-23T21:01:44.994000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"vevo","vevo_1763931701402_1600_dj1h97var","Drake","Drake - Track 1600","{""duration"":248.36333289984165,""total_shots"":205,""cuts_per_minute"":49.56333088425774,""average_shot_length"":1.210572391514896,""color_grading"":""neon_pop"",""color_palette"":{""dominant"":[19.144778447260865,52.859658190256525,36.88465156210051]},""brightness"":87.90740561929695,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""vevo_professional"",""professional_score"":89.07240371188075,""tempo_sync"":false}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":49.56333088425774,""color_grading"":""neon_pop"",""professional_score"":89.07240371188075},""motion_bucket_influence"":113,""guidance_scale"":9.726810092797018}","0.9127729841466578","Country","32281398","66","69237638ce87f0082a5aeb6a","2025-11-23T21:01:44.930000","2025-11-23T21:01:44.930000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"bet","bet_1763931701404_1303_i4vlebw1u","SZA","SZA - Track 1303","{""duration"":185.8423152122994,""total_shots"":130,""cuts_per_minute"":42.19809169728251,""average_shot_length"":1.421865245244346,""color_grading"":""high_contrast"",""color_palette"":{""dominant"":[246.45933099611185,173.5904591284246,77.82876407495651]},""brightness"":81.12080244128663,""camera_movements"":[""static"",""pan-left""],""video_style"":""bet_professional"",""professional_score"":88.85948489895242,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":42.19809169728251,""color_grading"":""high_contrast"",""professional_score"":88.85948489895242},""motion_bucket_influence"":113,""guidance_scale"":9.72148712247381}","0.9672589032684444","Indie","55311559","86","69237638d23546f7db4d29f6","2025-11-23T21:01:44.877000","2025-11-23T21:01:44.877000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"bet","bet_1763931701404_1302_7mqkbcsr8","Kendrick Lamar","Kendrick Lamar - Track 1302","{""duration"":216.3771265591431,""total_shots"":87,""cuts_per_minute"":24.174909654224546,""average_shot_length"":2.4819120674362085,""color_grading"":""neon_pop"",""color_palette"":{""dominant"":[230.58823752661905,251.20022730110327,100.7127595900951]},""brightness"":92.05529383850242,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""bet_professional"",""professional_score"":77.64269781001411,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":24.174909654224546,""color_grading"":""neon_pop"",""professional_score"":77.64269781001411},""motion_bucket_influence"":99,""guidance_scale"":9.441067445250352}","0.9693260485889582","Jazz","60557910","71","6923763877ed8e3ac706c436","2025-11-23T21:01:44.774000","2025-11-23T21:01:44.774000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
"youtube","youtube_1763931701395_1503_wg6n2h0yo","MrBeast","MrBeast - Track 1503","{""duration"":262.4915355218113,""total_shots"":155,""cuts_per_minute"":35.63941640019789,""average_shot_length"":1.6835292510476365,""color_grading"":""cinematic_teal_orange"",""color_palette"":{""dominant"":[74.77008390746428,82.3121025671092,98.49653575940984]},""brightness"":80.87669524240107,""camera_movements"":[""static"",""pan-left"",""zoom-in""],""video_style"":""youtube_professional"",""professional_score"":75.64601438962848,""tempo_sync"":true}","{""r"":64,""alpha"":128,""target_modules"":[""to_q"",""to_v"",""to_k"",""to_out.0"",""conv1"",""conv2""],""style_embedding"":{""cuts_per_minute"":35.63941640019789,""color_grading"":""cinematic_teal_orange"",""professional_score"":75.64601438962848},""motion_bucket_influence"":96,""guidance_scale"":9.391150359740712}","0.9657365965091047","Indie","9509795","81","69237637b8aa76ae650b867a","2025-11-23T21:01:43.332000","2025-11-23T21:01:43.332000","service_646ea39f-4612-4911-9e24-2961aaead2b0","false"
